DAYSAHEAD,TARGETDATE,FORECASTDEMAND,CARDINALPOINT,CP_TYPE,CP_ST_TIME,CP_END_TIME,F_Point,FORECAST_TIMESTAMP
7,2018-05-04,34150,2F,P,800,900,DM,2018-04-27T13:22:09
7,2018-05-04,34020,2A,P,930,1030,,2018-04-27T13:22:09
7,2018-05-04,32090,2B,P,1100,1300,,2018-04-27T13:22:09
7,2018-05-04,29060,3B,T,1330,1630,Dm,2018-04-27T13:22:09
7,2018-05-04,32500,3C,P,1700,1900,EM,2018-04-27T13:22:09
7,2018-05-04,32120,4A,T,1930,2000,,2018-04-27T13:22:09
7,2018-05-04,32190,4B,P,2030,2130,,2018-04-27T13:22:09
7,2018-05-04,25120,4C,F,2400,2400,,2018-04-27T13:22:09
7,2018-05-05,22940,1F,F,30,30,,2018-04-28T13:09:59
7,2018-05-05,22280,1S,T,100,130,,2018-04-28T13:09:59
7,2018-05-05,21390,1A,P,200,230,,2018-04-28T13:09:59
7,2018-05-05,21610,04,F,400,400,,2018-04-28T13:09:59
7,2018-05-05,21020,1B,T,430,730,Om,2018-04-28T13:09:59
7,2018-05-05,28470,2F,P,800,900,,2018-04-28T13:09:59
7,2018-05-05,29140,2A,P,930,1030,DM,2018-04-28T13:09:59
7,2018-05-05,27430,2B,P,1100,1300,,2018-04-28T13:09:59
7,2018-05-05,24040,3B,T,1330,1630,Dm,2018-04-28T13:09:59
7,2018-05-05,27760,3C,P,1700,1900,,2018-04-28T13:09:59
7,2018-05-05,28770,4A,T,1930,2000,EM,2018-04-28T13:09:59
7,2018-05-05,28690,4B,P,2030,2130,,2018-04-28T13:09:59
7,2018-05-05,23370,4C,F,2400,2400,,2018-04-28T13:09:59
7,2018-05-06,22220,1F,F,30,30,,2018-04-29T12:03:46
7,2018-05-06,21490,1S,T,100,130,,2018-04-29T12:03:46
7,2018-05-06,20680,1A,P,200,230,,2018-04-29T12:03:46
7,2018-05-06,20420,04,F,400,400,,2018-04-29T12:03:46
7,2018-05-06,19650,1B,T,430,730,Om,2018-04-29T12:03:46
7,2018-05-06,24770,2F,P,800,900,,2018-04-29T12:03:46
7,2018-05-06,27070,2A,P,930,1030,DM,2018-04-29T12:03:46
7,2018-05-06,26190,2B,P,1100,1300,,2018-04-29T12:03:46
7,2018-05-06,23860,3B,T,1330,1630,Dm,2018-04-29T12:03:46
7,2018-05-06,27000,3C,P,1700,1900,,2018-04-29T12:03:46
7,2018-05-06,28660,4A,T,1930,2000,,2018-04-29T12:03:46
7,2018-05-06,28800,4B,P,2030,2130,EM,2018-04-29T12:03:46
7,2018-05-06,22760,4C,F,2400,2400,,2018-04-29T12:03:46
7,2018-05-07,21670,1F,F,30,30,,2018-04-30T12:27:32
7,2018-05-07,20900,1S,T,100,130,,2018-04-30T12:27:32
7,2018-05-07,21200,1A,P,200,230,,2018-04-30T12:27:32
7,2018-05-07,20500,04,F,400,400,,2018-04-30T12:27:32
7,2018-05-07,20210,1B,T,430,730,Om,2018-04-30T12:27:32
7,2018-05-07,27490,2F,P,800,900,,2018-04-30T12:27:32
7,2018-05-07,29410,2A,P,930,1030,DM,2018-04-30T12:27:32
7,2018-05-07,27560,2B,P,1100,1300,,2018-04-30T12:27:32
7,2018-05-07,25290,3B,T,1330,1630,Dm,2018-04-30T12:27:32
7,2018-05-07,29660,3C,P,1700,1900,,2018-04-30T12:27:32
7,2018-05-07,31230,4A,T,1930,2100,,2018-04-30T12:27:32
7,2018-05-07,31400,4B,P,2130,2200,EM,2018-04-30T12:27:32
7,2018-05-07,23690,4C,F,2400,2400,,2018-04-30T12:27:32
7,2018-05-08,22640,1F,F,30,30,,2018-05-01T10:31:57
7,2018-05-08,21710,1S,T,100,130,,2018-05-01T10:31:57
7,2018-05-08,21320,1A,P,200,230,,2018-05-01T10:31:57
7,2018-05-08,21640,04,F,400,400,,2018-05-01T10:31:57
7,2018-05-08,21270,1B,T,430,730,Om,2018-05-01T10:31:57
7,2018-05-08,34120,2F,P,800,900,DM,2018-05-01T10:31:57
7,2018-05-08,34020,2A,P,930,1030,,2018-05-01T10:31:57
7,2018-05-08,31850,2B,P,1100,1300,,2018-05-01T10:31:57
7,2018-05-08,29430,3B,T,1330,1630,Dm,2018-05-01T10:31:57
7,2018-05-08,32270,3C,P,1700,1900,,2018-05-01T10:31:57
7,2018-05-08,32890,4A,T,1930,2100,,2018-05-01T10:31:57
7,2018-05-08,33100,4B,P,2130,2200,EM,2018-05-01T10:31:57
7,2018-05-08,24940,4C,F,2400,2400,,2018-05-01T10:31:57
7,2018-05-09,23270,1F,F,30,30,,2018-05-02T12:16:48
7,2018-05-09,22370,1S,T,100,130,,2018-05-02T12:16:48
7,2018-05-09,22150,1A,P,200,230,,2018-05-02T12:16:48
7,2018-05-09,22040,04,F,400,400,,2018-05-02T12:16:48
7,2018-05-09,21610,1B,T,430,730,Om,2018-05-02T12:16:48
7,2018-05-09,34130,2F,P,800,900,DM,2018-05-02T12:16:48
7,2018-05-09,33600,2A,P,930,1030,,2018-05-02T12:16:48
7,2018-05-09,31170,2B,P,1100,1300,,2018-05-02T12:16:48
7,2018-05-09,28730,3B,T,1330,1630,Dm,2018-05-02T12:16:48
7,2018-05-09,32110,3C,P,1700,1900,,2018-05-02T12:16:48
7,2018-05-09,33160,4A,T,1930,2100,EM,2018-05-02T12:16:48
7,2018-05-09,32870,4B,P,2130,2200,,2018-05-02T12:16:48
7,2018-05-09,24870,4C,F,2400,2400,,2018-05-02T12:16:48
7,2018-05-10,23410,1F,F,30,30,,2018-05-03T14:05:57
7,2018-05-10,22350,1S,T,100,130,,2018-05-03T14:05:57
7,2018-05-10,22010,1A,P,200,230,,2018-05-03T14:05:57
7,2018-05-10,21520,04,F,400,400,,2018-05-03T14:05:57
7,2018-05-10,20890,1B,T,430,730,Om,2018-05-03T14:05:57
7,2018-05-10,33640,2F,P,800,900,DM,2018-05-03T14:05:57
7,2018-05-10,33220,2A,P,930,1030,,2018-05-03T14:05:57
7,2018-05-10,30820,2B,P,1100,1300,,2018-05-03T14:05:57
7,2018-05-10,28610,3B,T,1330,1630,Dm,2018-05-03T14:05:57
7,2018-05-10,31540,3C,P,1700,1900,,2018-05-03T14:05:57
7,2018-05-10,32790,4A,T,1930,2100,EM,2018-05-03T14:05:57
7,2018-05-10,32620,4B,P,2130,2200,,2018-05-03T14:05:57
7,2018-05-10,24860,4C,F,2400,2400,,2018-05-03T14:05:57
7,2018-05-11,23040,1F,F,30,30,,2018-05-04T14:29:21
7,2018-05-11,22090,1S,T,100,130,,2018-05-04T14:29:21
7,2018-05-11,21770,1A,P,200,230,,2018-05-04T14:29:21
7,2018-05-11,21270,04,F,400,400,,2018-05-04T14:29:21
7,2018-05-11,21100,1B,T,430,730,Om,2018-05-04T14:29:21
7,2018-05-11,33060,2F,P,800,900,DM,2018-05-04T14:29:21
7,2018-05-11,32610,2A,P,930,1030,,2018-05-04T14:29:21
7,2018-05-11,30390,2B,P,1100,1300,,2018-05-04T14:29:21
7,2018-05-11,27230,3B,T,1330,1630,Dm,2018-05-04T14:29:21
7,2018-05-11,30890,3C,P,1700,1900,EM,2018-05-04T14:29:21
7,2018-05-11,30690,4A,T,1930,2100,,2018-05-04T14:29:21
7,2018-05-11,30390,4B,P,2130,2200,,2018-05-04T14:29:21
7,2018-05-11,23940,4C,F,2400,2400,,2018-05-04T14:29:21
7,2018-05-12,22990,1F,F,30,30,,2018-05-05T15:19:49
7,2018-05-12,21920,1S,T,100,130,,2018-05-05T15:19:49
7,2018-05-12,22080,1A,P,200,230,,2018-05-05T15:19:49
7,2018-05-12,20260,04,F,400,400,,2018-05-05T15:19:49
7,2018-05-12,19990,1B,T,430,730,Om,2018-05-05T15:19:49
7,2018-05-12,26730,2F,P,800,900,,2018-05-05T15:19:49
7,2018-05-12,28060,2A,P,930,1030,DM,2018-05-05T15:19:49
7,2018-05-12,26250,2B,P,1100,1300,,2018-05-05T15:19:49
7,2018-05-12,23180,3B,T,1330,1630,Dm,2018-05-05T15:19:49
7,2018-05-12,28910,3C,P,1700,1930,,2018-05-05T15:19:49
7,2018-05-12,29030,4A,T,2000,2030,,2018-05-05T15:19:49
7,2018-05-12,29320,4B,P,2100,2200,EM,2018-05-05T15:19:49
7,2018-05-12,23400,4C,F,2400,2400,,2018-05-05T15:19:49
7,2018-05-13,22430,1F,F,30,30,,2018-05-06T15:38:22
7,2018-05-13,21590,1S,T,100,130,,2018-05-06T15:38:22
7,2018-05-13,21640,1A,P,200,230,,2018-05-06T15:38:22
7,2018-05-13,20250,04,F,400,400,,2018-05-06T15:38:22
7,2018-05-13,19800,1B,T,430,730,Om,2018-05-06T15:38:22
7,2018-05-13,23890,2F,P,800,900,,2018-05-06T15:38:22
7,2018-05-13,26220,2A,P,930,1030,DM,2018-05-06T15:38:22
7,2018-05-13,25900,2B,P,1100,1300,,2018-05-06T15:38:22
7,2018-05-13,23820,3B,T,1330,1630,Dm,2018-05-06T15:38:22
7,2018-05-13,29510,3C,P,1700,1930,,2018-05-06T15:38:22
7,2018-05-13,30010,4A,T,2000,2030,,2018-05-06T15:38:22
7,2018-05-13,30450,4B,P,2100,2200,EM,2018-05-06T15:38:22
7,2018-05-13,23310,4C,F,2400,2400,,2018-05-06T15:38:22
7,2018-05-14,21510,1F,F,30,30,,2018-05-07T15:08:26
7,2018-05-14,21180,1S,T,100,130,,2018-05-07T15:08:26
7,2018-05-14,21070,1A,P,200,230,,2018-05-07T15:08:26
7,2018-05-14,20860,04,F,400,400,Om,2018-05-07T15:08:26
7,2018-05-14,20880,1B,T,430,730,,2018-05-07T15:08:26
7,2018-05-14,33080,2F,P,800,900,,2018-05-07T15:08:26
7,2018-05-14,33300,2A,P,930,1030,DM,2018-05-07T15:08:26
7,2018-05-14,32050,2B,P,1100,1300,,2018-05-07T15:08:26
7,2018-05-14,30020,3B,T,1330,1630,Dm,2018-05-07T15:08:26
7,2018-05-14,35040,3C,P,1700,1930,EM,2018-05-07T15:08:26
7,2018-05-14,33470,4A,T,2000,2030,,2018-05-07T15:08:26
7,2018-05-14,33580,4B,P,2100,2200,,2018-05-07T15:08:26
7,2018-05-14,25080,4C,F,2400,2400,,2018-05-07T15:08:26
7,2018-05-15,22770,1F,F,30,30,,2018-05-08T15:34:55
7,2018-05-15,22220,1S,T,100,130,,2018-05-08T15:34:55
7,2018-05-15,21900,1A,P,200,230,,2018-05-08T15:34:55
7,2018-05-15,21820,04,F,400,400,,2018-05-08T15:34:55
7,2018-05-15,21770,1B,T,430,730,Om,2018-05-08T15:34:55
7,2018-05-15,33610,2F,P,800,900,DM,2018-05-08T15:34:55
7,2018-05-15,33390,2A,P,930,1030,,2018-05-08T15:34:55
7,2018-05-15,32160,2B,P,1100,1300,,2018-05-08T15:34:55
7,2018-05-15,29760,3B,T,1330,1630,Dm,2018-05-08T15:34:55
7,2018-05-15,33640,3C,P,1700,1930,EM,2018-05-08T15:34:55
7,2018-05-15,32910,4A,T,2000,2030,,2018-05-08T15:34:55
7,2018-05-15,32950,4B,P,2100,2200,,2018-05-08T15:34:55
7,2018-05-15,24370,4C,F,2400,2400,,2018-05-08T15:34:55
7,2018-05-16,22880,1F,F,30,30,,2018-05-09T12:51:57
7,2018-05-16,22070,1S,T,100,130,,2018-05-09T12:51:57
7,2018-05-16,22100,1A,P,200,230,,2018-05-09T12:51:57
7,2018-05-16,21400,04,F,400,400,,2018-05-09T12:51:57
7,2018-05-16,21120,1B,T,430,730,Om,2018-05-09T12:51:57
7,2018-05-16,33110,2F,P,800,900,DM,2018-05-09T12:51:57
7,2018-05-16,32860,2A,P,930,1030,,2018-05-09T12:51:57
7,2018-05-16,31360,2B,P,1100,1300,,2018-05-09T12:51:57
7,2018-05-16,29150,3B,T,1330,1630,Dm,2018-05-09T12:51:57
7,2018-05-16,33040,3C,P,1700,1930,EM,2018-05-09T12:51:57
7,2018-05-16,32370,4A,T,2000,2030,,2018-05-09T12:51:57
7,2018-05-16,32620,4B,P,2100,2200,,2018-05-09T12:51:57
7,2018-05-16,24400,4C,F,2400,2400,,2018-05-09T12:51:57
7,2018-05-17,23150,1F,F,30,30,,2018-05-10T14:00:17
7,2018-05-17,22240,1S,T,100,130,,2018-05-10T14:00:17
7,2018-05-17,22100,1A,P,200,230,,2018-05-10T14:00:17
7,2018-05-17,21500,04,F,400,400,,2018-05-10T14:00:17
7,2018-05-17,21230,1B,T,430,730,Om,2018-05-10T14:00:17
7,2018-05-17,33050,2F,P,800,900,DM,2018-05-10T14:00:17
7,2018-05-17,32980,2A,P,930,1030,,2018-05-10T14:00:17
7,2018-05-17,31600,2B,P,1100,1300,,2018-05-10T14:00:17
7,2018-05-17,29290,3B,T,1330,1630,Dm,2018-05-10T14:00:17
7,2018-05-17,32650,3C,P,1700,1930,,2018-05-10T14:00:17
7,2018-05-17,32420,4A,T,2000,2030,,2018-05-10T14:00:17
7,2018-05-17,32760,4B,P,2100,2200,EM,2018-05-10T14:00:17
7,2018-05-17,24670,4C,F,2400,2400,,2018-05-10T14:00:17
7,2018-05-18,23340,1F,F,30,30,,2018-05-11T12:00:39
7,2018-05-18,22520,1S,T,100,130,,2018-05-11T12:00:39
7,2018-05-18,22470,1A,P,200,230,,2018-05-11T12:00:39
7,2018-05-18,21840,04,F,400,400,,2018-05-11T12:00:39
7,2018-05-18,21650,1B,T,430,730,Om,2018-05-11T12:00:39
7,2018-05-18,33290,2F,P,800,900,,2018-05-11T12:00:39
7,2018-05-18,33430,2A,P,930,1030,DM,2018-05-11T12:00:39
7,2018-05-18,31810,2B,P,1100,1300,,2018-05-11T12:00:39
7,2018-05-18,28670,3B,T,1330,1630,Dm,2018-05-11T12:00:39
7,2018-05-18,32250,3C,P,1700,1930,EM,2018-05-11T12:00:39
7,2018-05-18,31410,4A,T,2000,2030,,2018-05-11T12:00:39
7,2018-05-18,31360,4B,P,2100,2200,,2018-05-11T12:00:39
7,2018-05-18,24550,4C,F,2400,2400,,2018-05-11T12:00:39
7,2018-05-19,22950,1F,F,30,30,,2018-05-12T14:17:24
7,2018-05-19,21660,1S,T,100,130,,2018-05-12T14:17:24
7,2018-05-19,21650,1A,P,200,230,,2018-05-12T14:17:24
7,2018-05-19,20860,04,F,400,400,,2018-05-12T14:17:24
7,2018-05-19,20430,1B,T,430,730,Om,2018-05-12T14:17:24
7,2018-05-19,27410,2F,P,800,900,,2018-05-12T14:17:24
7,2018-05-19,28060,2A,P,930,1030,DM,2018-05-12T14:17:24
7,2018-05-19,27030,2B,P,1100,1300,,2018-05-12T14:17:24
7,2018-05-19,23050,3B,T,1330,1630,Dm,2018-05-12T14:17:24
7,2018-05-19,27390,3C,P,1700,1930,,2018-05-12T14:17:24
7,2018-05-19,27920,4A,T,2000,2030,,2018-05-12T14:17:24
7,2018-05-19,28090,4B,P,2100,2200,EM,2018-05-12T14:17:24
7,2018-05-19,23250,4C,F,2400,2400,,2018-05-12T14:17:24
7,2018-05-20,21930,1F,F,30,30,,2018-05-13T14:30:11
7,2018-05-20,20770,1S,T,100,130,,2018-05-13T14:30:11
7,2018-05-20,20280,1A,P,200,230,,2018-05-13T14:30:11
7,2018-05-20,19620,04,F,400,400,,2018-05-13T14:30:11
7,2018-05-20,19110,1B,T,430,730,Om,2018-05-13T14:30:11
7,2018-05-20,23580,2F,P,800,900,,2018-05-13T14:30:11
7,2018-05-20,25810,2A,P,930,1030,DM,2018-05-13T14:30:11
7,2018-05-20,25560,2B,P,1100,1300,,2018-05-13T14:30:11
7,2018-05-20,22890,3B,T,1330,1630,Dm,2018-05-13T14:30:11
7,2018-05-20,28200,3C,P,1700,1930,,2018-05-13T14:30:11
7,2018-05-20,28200,4A,T,2000,2030,,2018-05-13T14:30:11
7,2018-05-20,28390,4B,P,2100,2200,EM,2018-05-13T14:30:11
7,2018-05-20,22750,4C,F,2400,2400,,2018-05-13T14:30:11
7,2018-05-21,21340,1F,F,30,30,,2018-05-14T14:45:41
7,2018-05-21,20280,1S,T,100,130,,2018-05-14T14:45:41
7,2018-05-21,20040,1A,P,200,230,,2018-05-14T14:45:41
7,2018-05-21,19810,4,F,400,400,Om,2018-05-14T14:45:41
7,2018-05-21,19880,1B,T,430,730,,2018-05-14T14:45:41
7,2018-05-21,32120,2F,P,800,900,,2018-05-14T14:45:41
7,2018-05-21,32340,2A,P,930,1030,DM,2018-05-14T14:45:41
7,2018-05-21,30640,2B,P,1100,1300,,2018-05-14T14:45:41
7,2018-05-21,28880,3B,T,1330,1630,Dm,2018-05-14T14:45:41
7,2018-05-21,33430,3C,P,1700,1930,EM,2018-05-14T14:45:41
7,2018-05-21,32010,4A,T,2000,2030,,2018-05-14T14:45:41
7,2018-05-21,31910,4B,P,2100,2200,,2018-05-14T14:45:41
7,2018-05-21,24160,4C,F,2400,2400,,2018-05-14T14:45:41
7,2018-05-22,22760,1F,F,30,30,,2018-05-15T15:56:43
7,2018-05-22,21570,1S,T,100,130,,2018-05-15T15:56:43
7,2018-05-22,21170,1A,P,200,230,,2018-05-15T15:56:43
7,2018-05-22,20550,04,F,400,400,Om,2018-05-15T15:56:43
7,2018-05-22,20800,1B,T,430,730,,2018-05-15T15:56:43
7,2018-05-29,20840,1S,T,100,130,,2018-05-22T14:38:01
7,2018-05-22,32190,2F,P,800,900,DM,2018-05-15T15:56:43
7,2018-05-22,32100,2A,P,930,1030,,2018-05-15T15:56:43
7,2018-05-22,30460,2B,P,1100,1300,,2018-05-15T15:56:43
7,2018-05-22,28880,3B,T,1330,1630,Dm,2018-05-15T15:56:43
7,2018-05-22,32910,3C,P,1700,1930,EM,2018-05-15T15:56:43
7,2018-05-22,31980,4A,T,2000,2030,,2018-05-15T15:56:43
7,2018-05-22,31850,4B,P,2100,2200,,2018-05-15T15:56:43
7,2018-05-22,24280,4C,F,2400,2400,,2018-05-15T15:56:43
7,2018-05-23,23010,1F,F,30,30,,2018-05-16T15:51:20
7,2018-05-23,21860,1S,T,100,130,,2018-05-16T15:51:20
7,2018-05-23,21240,1A,P,200,230,,2018-05-16T15:51:20
7,2018-05-23,20600,04,F,400,400,Om,2018-05-16T15:51:20
7,2018-05-23,20680,1B,T,430,730,,2018-05-16T15:51:20
7,2018-05-23,31770,2F,P,800,900,DM,2018-05-16T15:51:20
7,2018-05-23,31340,2A,P,930,1030,,2018-05-16T15:51:20
7,2018-05-23,29650,2B,P,1100,1300,,2018-05-16T15:51:20
7,2018-05-23,27720,3B,T,1330,1630,Dm,2018-05-16T15:51:20
7,2018-05-23,32390,3C,P,1700,1930,EM,2018-05-16T15:51:20
7,2018-05-23,31470,4A,T,2000,2030,,2018-05-16T15:51:20
7,2018-05-23,31440,4B,P,2100,2200,,2018-05-16T15:51:20
7,2018-05-23,24250,4C,F,2400,2400,,2018-05-16T15:51:20
7,2018-05-24,23100,1F,F,30,30,,2018-05-17T14:06:46
7,2018-05-24,21990,1S,T,100,130,,2018-05-17T14:06:46
7,2018-05-24,21310,1A,P,200,230,,2018-05-17T14:06:46
7,2018-05-24,20720,04,F,400,400,,2018-05-17T14:06:46
7,2018-05-24,20640,1B,T,430,730,Om,2018-05-17T14:06:46
7,2018-05-24,32020,2F,P,800,900,DM,2018-05-17T14:06:46
7,2018-05-24,31880,2A,P,930,1030,,2018-05-17T14:06:46
7,2018-05-24,29950,2B,P,1100,1300,,2018-05-17T14:06:46
7,2018-05-24,28790,3B,T,1330,1630,Dm,2018-05-17T14:06:46
7,2018-05-24,32050,3C,P,1700,1930,EM,2018-05-17T14:06:46
7,2018-05-24,31280,4A,T,2000,2030,,2018-05-17T14:06:46
7,2018-05-24,31410,4B,P,2100,2200,,2018-05-17T14:06:46
7,2018-05-24,24420,4C,F,2400,2400,,2018-05-17T14:06:46
7,2018-04-01,26110,1F,F,30,30,,2018-05-18T11:42:55
7,2018-04-01,24700,1S,T,100,130,,2018-05-18T11:42:55
7,2018-04-01,27640,1A,P,200,230,,2018-05-18T11:42:55
7,2018-04-01,24010,1B,T,430,730,Om,2018-05-18T11:42:55
7,2018-04-01,26840,2F,P,800,900,,2018-05-18T11:42:55
7,2018-04-01,28270,2A,P,930,1030,,2018-05-18T11:42:55
7,2018-04-01,30370,2B,P,1100,1300,DM,2018-05-18T11:42:55
7,2018-04-01,28280,3B,T,1330,1630,Dm,2018-05-18T11:42:55
7,2018-04-01,31180,3C,P,1700,1800,,2018-05-18T11:42:55
7,2018-04-01,32200,4A,T,1830,1930,,2018-05-18T11:42:55
7,2018-04-01,34400,4B,P,2000,2100,EM,2018-05-18T11:42:55
7,2018-04-01,24980,4C,F,2400,2400,,2018-05-18T11:42:55
7,2018-04-02,22980,1F,F,30,30,,2018-05-18T11:46:04
7,2018-04-02,22340,1S,T,100,130,,2018-05-18T11:46:04
7,2018-04-02,23860,1A,P,200,230,,2018-05-18T11:46:04
7,2018-04-02,21760,1B,T,430,730,Om,2018-05-18T11:46:04
7,2018-04-02,29240,2F,P,800,900,,2018-05-18T11:46:04
7,2018-04-02,30790,2A,P,930,1030,DM,2018-05-18T11:46:04
7,2018-04-02,30420,2B,P,1100,1300,,2018-05-18T11:46:04
7,2018-04-02,29840,3B,T,1330,1630,Dm,2018-05-18T11:46:04
7,2018-04-02,33960,3C,P,1700,1830,,2018-05-18T11:46:04
7,2018-04-02,35050,4A,T,1900,2000,,2018-05-18T11:46:04
7,2018-04-02,36290,4B,P,2030,2130,EM,2018-05-18T11:46:04
7,2018-04-02,25130,4C,F,2400,2400,,2018-05-18T11:46:04
7,2018-04-03,22260,1F,F,30,30,,2018-05-18T11:48:26
7,2018-04-03,21680,1S,T,100,130,Om,2018-05-18T11:48:26
7,2018-04-03,23080,1A,P,200,230,,2018-05-18T11:48:26
7,2018-04-03,22230,1B,T,430,730,,2018-05-18T11:48:26
7,2018-04-03,34950,2F,P,800,900,DM,2018-05-18T11:48:26
7,2018-04-03,34760,2A,P,930,1030,,2018-05-18T11:48:26
7,2018-04-03,34470,2B,P,1100,1300,,2018-05-18T11:48:26
7,2018-04-03,34440,3B,T,1330,1630,Dm,2018-05-18T11:48:26
7,2018-04-03,37580,3C,P,1700,1830,,2018-05-18T11:48:26
7,2018-04-03,38070,4A,T,1900,2000,,2018-05-18T11:48:26
7,2018-04-03,39000,4B,P,2030,2130,EM,2018-05-18T11:48:26
7,2018-04-03,25880,4C,F,2400,2400,,2018-05-18T11:48:26
7,2018-04-05,23730,1F,F,30,30,Om,2018-05-18T11:51:13
7,2018-04-05,23890,1S,T,100,130,,2018-05-18T11:51:13
7,2018-04-05,24380,1A,P,200,230,,2018-05-18T11:51:13
7,2018-04-05,24690,1B,T,430,730,,2018-05-18T11:51:13
7,2018-04-05,35590,2F,P,800,900,DM,2018-05-18T11:51:13
7,2018-04-05,34810,2A,P,930,1030,,2018-05-18T11:51:13
7,2018-04-05,35110,2B,P,1100,1300,,2018-05-18T11:51:13
7,2018-04-05,33830,3B,T,1330,1630,Dm,2018-05-18T11:51:13
7,2018-04-05,37700,3C,P,1700,1830,,2018-05-18T11:51:13
7,2018-04-05,38190,4A,T,1900,2000,,2018-05-18T11:51:13
7,2018-04-05,39590,4B,P,2030,2130,EM,2018-05-18T11:51:13
7,2018-04-05,26990,4C,F,2400,2400,,2018-05-18T11:51:13
7,2018-05-25,22680,1F,F,30,30,,2018-05-18T14:11:27
7,2018-05-25,21630,1S,T,100,130,,2018-05-18T14:11:27
7,2018-05-25,21150,1A,P,200,230,,2018-05-18T14:11:27
7,2018-05-25,20170,04,F,400,400,,2018-05-18T14:11:27
7,2018-05-25,19860,1B,T,430,730,Om,2018-05-18T14:11:27
7,2018-05-25,31570,2F,P,800,900,,2018-05-18T14:11:27
7,2018-05-25,31720,2A,P,930,1030,DM,2018-05-18T14:11:27
7,2018-05-25,29840,2B,P,1100,1300,,2018-05-18T14:11:27
7,2018-05-25,27230,3B,T,1330,1630,Dm,2018-05-18T14:11:27
7,2018-05-25,30020,3C,P,1700,1930,EM,2018-05-18T14:11:27
7,2018-05-25,28780,4A,T,2000,2030,,2018-05-18T14:11:27
7,2018-05-25,29020,4B,P,2100,2200,,2018-05-18T14:11:27
7,2018-05-25,23680,4C,F,2400,2400,,2018-05-18T14:11:27
7,2018-05-26,22270,1F,F,30,30,,2018-05-19T14:48:59
7,2018-05-26,20930,1S,T,100,130,,2018-05-19T14:48:59
7,2018-05-26,20270,1A,P,200,230,,2018-05-19T14:48:59
7,2018-05-26,19030,04,F,400,400,,2018-05-19T14:48:59
7,2018-05-26,18440,1B,T,430,730,Om,2018-05-19T14:48:59
7,2018-05-26,24920,2F,P,800,900,,2018-05-19T14:48:59
7,2018-05-26,25430,2A,P,930,1030,DM,2018-05-19T14:48:59
7,2018-05-26,24680,2B,P,1100,1300,,2018-05-19T14:48:59
7,2018-05-26,21340,3B,T,1330,1630,Dm,2018-05-19T14:48:59
7,2018-05-26,26080,3C,P,1700,1930,,2018-05-19T14:48:59
7,2018-05-26,26090,4A,T,2000,2030,,2018-05-19T14:48:59
7,2018-05-26,26210,4B,P,2100,2200,EM,2018-05-19T14:48:59
7,2018-05-26,22810,4C,F,2400,2400,,2018-05-19T14:48:59
7,2018-05-27,21810,1F,F,30,30,,2018-05-20T13:54:04
7,2018-05-27,20160,1S,T,100,130,,2018-05-20T13:54:04
7,2018-05-27,19580,1A,P,200,230,,2018-05-20T13:54:04
7,2018-05-27,18190,04,F,400,400,,2018-05-20T13:54:04
7,2018-05-27,17300,1B,T,430,730,Om,2018-05-20T13:54:04
7,2018-05-27,21530,2F,P,800,900,,2018-05-20T13:54:04
7,2018-05-27,23250,2A,P,930,1030,,2018-05-20T13:54:04
7,2018-05-27,23410,2B,P,1100,1300,DM,2018-05-20T13:54:04
7,2018-05-27,21540,3B,T,1330,1630,Dm,2018-05-20T13:54:04
7,2018-05-27,25790,3C,P,1700,1930,,2018-05-20T13:54:04
7,2018-05-27,26330,4A,T,2000,2030,,2018-05-20T13:54:04
7,2018-05-27,26570,4B,P,2100,2200,EM,2018-05-20T13:54:04
7,2018-05-27,22160,4C,F,2400,2400,,2018-05-20T13:54:04
7,2018-05-28,20790,1F,F,30,30,,2018-05-21T14:31:30
7,2018-05-28,19860,1S,T,100,130,,2018-05-21T14:31:30
7,2018-05-28,19310,1A,P,200,230,,2018-05-21T14:31:30
7,2018-05-28,18560,04,F,400,400,,2018-05-21T14:31:30
7,2018-05-28,17650,1B,T,430,730,Om,2018-05-21T14:31:30
7,2018-05-28,23860,2F,P,800,900,,2018-05-21T14:31:30
7,2018-05-28,24410,2A,P,930,1030,,2018-05-21T14:31:30
7,2018-05-28,25080,2B,P,1100,1300,DM,2018-05-21T14:31:30
7,2018-05-28,23110,3B,T,1330,1630,Dm,2018-05-21T14:31:30
7,2018-05-28,27390,3C,P,1700,1930,,2018-05-21T14:31:30
7,2018-05-28,27370,4A,T,2000,2100,,2018-05-21T14:31:30
7,2018-05-28,28440,4B,P,2130,2230,EM,2018-05-21T14:31:30
7,2018-05-28,22750,4C,F,2400,2400,,2018-05-21T14:31:30
7,2018-05-29,22430,1F,F,30,30,,2018-05-22T14:38:01
7,2018-05-29,20520,1A,P,200,230,,2018-05-22T14:38:01
7,2018-05-29,19550,04,F,400,400,,2018-05-22T14:38:01
7,2018-05-29,19070,1B,T,430,730,Om,2018-05-22T14:38:01
7,2018-05-29,30570,2F,P,800,900,DM,2018-05-22T14:38:01
7,2018-05-29,30200,2A,P,930,1030,,2018-05-22T14:38:01
7,2018-05-29,29910,2B,P,1100,1300,,2018-05-22T14:38:01
7,2018-05-29,28330,3B,T,1330,1630,Dm,2018-05-22T14:38:01
7,2018-05-29,31830,3C,P,1700,1930,EM,2018-05-22T14:38:01
7,2018-05-29,30830,4A,T,2000,2100,,2018-05-22T14:38:01
